price,address,bedroom,den,bathroom
"$949,000 ","112 BIMBROK RD, Toronto, Ontario ",3,1,3
"$469,900 ","#310 -225 VILLAGE GREEN SQ, Toronto, Ontario ",1,0,1
"$649,000 ","#1611 -1346 DANFORTH RD, Toronto, Ontario ",2,1,2
"$899,000 ","504 DOWNLAND DR, Pickering, Ontario ",3,0,2
"$829,888 ","#57 -1850 KINGSTON RD, Pickering, Ontario ",3,0,3
"$749,900 ","#816 -60 BATHURST ST, Toronto, Ontario ",1,0,1
"$999,990 ","#301 -2 BRIAN PECK CRES, Toronto, Ontario ",3,0,2
"$499,900 ","#3201 -12 YORK ST, Toronto, Ontario ",1,0,1
"$1,180,000 ","#2708 -32 DAVENPORT RD, Toronto, Ontario ",2,0,2
"$9,988,000 ","230 DUNVEGAN RD, Toronto, Ontario ",5,1,6
"$799,900 ","#910 -25 ADRA GRADO WAY, Toronto, Ontario ",2,0,2
"$1,278,000 ","#404 -1200 DON MILLS RD, Toronto, Ontario ",2,0,2
"$939,900 ","#2109 -2181 YONGE ST, Toronto, Ontario ",2,1,2
"$4,295,000 ","5 RELMAR RD, Toronto, Ontario ",2,1,4
"$668,000 ","#3311 -45 CHARLES ST E, Toronto, Ontario ",1,1,2
"$869,900 ","#TH121 -5418 YONGE ST, Toronto, Ontario ",2,0,2
"$788,888 ","#507 -11 WELLESLEY ST W, Toronto, Ontario ",1,1,1
"$659,000 ","#105 -415 JARVIS ST, Toronto, Ontario ",2,0,1
"$614,999 ","#2012 -185 ROEHAMPTON AVE, Toronto, Ontario ",1,0,1
"$1,999,000 ","757 MEADOW WOOD Road, Mississauga, Ontario ",2,1,2
"$2,400,000 ","421 PALMER AVE, Oakville, Ontario ",3,0,3
"$435,000 ","#715 -2433 DUFFERIN ST, Toronto, Ontario ",0,0,1
"$715,000 ","#1802 -625 THE WEST MALL, Toronto, Ontario ",3,1,2
"$1,199,000 ","29 GADANI DR, Markham, Ontario ",3,1,4
"$2,399,000 ","11 DUNROBIN CRES, Vaughan, Ontario ",4,1,5
"$1,150,000 ","657 SUNBIRD TR, Pickering, Ontario ",3,0,3
"$1,689,800 ","557 PINE RIDGE RD, Pickering, Ontario ",3,0,2
"$550,000 ","#510 -1540 PICKERING PKWY, Pickering, Ontario ",3,1,2
"$768,000 ","#901 -45 CHARLES ST E, Toronto, Ontario ",1,1,1
"$3,298,000 ","500 HOUNSLOW AVE, Toronto, Ontario ",4,2,7
"$689,000 ","#1501 -50 FOREST MANOR RD, Toronto, Ontario ",1,1,2
"$1,499,000 ","#17 -3180 BAYVIEW AVE, Toronto, Ontario ",4,0,4
"$1,550,000 ","3985 GRAND PARK Drive Unit# PH2803, Mississauga, Ontario ",3,0,4
"$2,400,000 ","421 PALMER Avenue, Oakville, Ontario ",3,0,3
"$749,000 ","#303 -64 SIDNEY BELSEY CRES, Toronto, Ontario ",4,0,3
"$375,000 ","#713 -2737 KEELE ST, Toronto, Ontario ",1,0,1
"$799,000 ","#105 -20 NORTH PARK RD, Vaughan, Ontario ",2,0,2
"$750,000 ","#606 -11611 YONGE ST N, Richmond Hill, Ontario ",2,0,2
"$1,299,900 ","75 RUFFLE LANE, Richmond Hill, Ontario ",3,1,4
"$1,390,000 ","15 CHIARA DR, Vaughan, Ontario ",4,2,4
"$1,080,000 ","59 BOITON ST. ST E, Richmond Hill, Ontario ",4,0,3
"$1,299,000 ","55 SAIL CRES, Vaughan, Ontario ",3,0,4
"$1,688,000 ","43 HEWLETT CRES, Markham, Ontario ",4,0,4
"$1,190,000 ","58 TAMBROOK DR, Toronto, Ontario ",3,1,4
"$899,999 ","#307 -609 AVENUE RD, Toronto, Ontario ",2,1,2
"$949,999 ","#1916 -90 PARK LAWN RD, Toronto, Ontario ",2,1,2
"$799,900 ","#225 -30 SHORE BREEZE DR, Toronto, Ontario ",2,0,2
"$499,900 ","#2710 -3975 GRAND PARK DR, Mississauga, Ontario ",1,1,1
"$829,900 ","#56 -3500 SOUTH MILLWAY, Mississauga, Ontario ",3,0,3
"$620,000 ","#1410 -2285 LAKE SHORE BLVD W, Toronto, Ontario ",1,0,1
"$699,999 ","#65 -2035 ASTA DR, Mississauga, Ontario ",3,1,2
"$849,000 ","9 PEACH TREE PATH, Toronto, Ontario ",3,0,3
"$649,999 ","#2313 -6 DAYSPRING CIRC, Brampton, Ontario ",2,1,2
"$1,350,000 ","10 MAJOR BUTTONS DR, Markham, Ontario ",3,0,2
"$1,688,000 ","28 NEWMILL CRES, Richmond Hill, Ontario ",4,2,4
"$1,899,000 ","17 BECKETT AVE, Markham, Ontario ",5,0,5
"$1,498,000 ","62 LAGUNA CRES, Markham, Ontario ",4,1,4
"$1,518,000 ","207 PARADELLE DR, Richmond Hill, Ontario ",4,1,4
"$1,160,000 ","61 VESSEL CRES, Toronto, Ontario ",3,0,3
"$1,699,888 ","269 HOWELL CRES, Pickering, Ontario ",4,0,4
"$699,000 ","#3703 -115 MCMAHON DR, Toronto, Ontario ",2,0,2
"$1,549,000 ","109 BEDFORD PARK AVE, Toronto, Ontario ",3,1,2
"$749,888 ","#4104 -8 THE ESPLANADE, Toronto, Ontario ",1,1,1
"$499,000 ","#2506 -725 DONMILLS RD, Toronto, Ontario ",2,0,1
"$4,299,000 ","121 GLENGROVE AVE W, Toronto, Ontario ",4,0,5
"$1,099,000 ","62 BEDLE AVE, Toronto, Ontario ",5,5,2
"$829,900 ","3500 SOUTH MILLWAY Unit# 56, Mississauga, Ontario ",3,0,3
"$45,000 ","#A-24 -3170 ERIN MILLS PKWY, Mississauga, Ontario ",0,0,0
"$1,399,000 ","28 GIBSON AVE, Toronto, Ontario ",3,0,3
"$835,888 ","#617 -140 WIDDICOMBE HILL BLVD, Toronto, Ontario ",2,1,2
"$1,199,000 ","61 WESTHOLME AVE, Toronto, Ontario ",5,0,3
"$2,998,000 ","58 FRED VARLEY DR, Markham, Ontario ",4,1,6
"$999,000 ","19 CHICAGO LANE, Markham, Ontario ",4,0,3
"$1,000,888 ","60 ERINTOL WAY, Markham, Ontario ",4,0,4
"$1,588,000 ","289 FRANK ENDEAN RD, Richmond Hill, Ontario ",4,1,4
"$1,980,000 ","38 BALDRY AVE, Vaughan, Ontario ",5,1,5
"$999,000 ","373 O'CONNOR DR, Toronto, Ontario ",2,1,2
"$899,000 ","#1606 -18 PARKVIEW AVE, Toronto, Ontario ",3,0,2
"$549,900 ","#302 -478 KING ST W, Toronto, Ontario ",1,1,1
"$549,900 ","#1001 -8 TIPPETT RD, Toronto, Ontario ",1,0,1
"$699,900 ","35 MARINER Terrace Unit# 5007, Toronto, Ontario ",1,0,1
"$45,000 ","3170 ERIN MILLS Parkway Unit# A-24, Mississauga, Ontario ",0,0,0
"$1,048,990 ","#806 -1063 DOUGLAS MCCURDY COMM, Mississauga, Ontario ",2,1,2
"$494,888 ","#207 -4 ELSINORE PATH, Toronto, Ontario ",1,1,1
"$1,159,988 ","29 ANDRESS WAY, Markham, Ontario ",4,0,4
"$1,498,000 ","48 HARRIS CRES, Vaughan, Ontario ",3,2,4
"$888,000 ","1610 AUTUMN CRES, Pickering, Ontario ",3,1,2
"$949,999 ","1503 HONEY LOCUST PL, Pickering, Ontario ",4,0,3
"$1,775,000 ","70 DUNSTALL CRES, Toronto, Ontario ",2,0,2
"$1,080,000 ","53 BERGEN RD, Toronto, Ontario ",3,2,2
"$520,000 ","#710 -8 SILVERBELL GRVE, Toronto, Ontario ",1,1,2
"$699,900 ","#102 -250 FINCH AVE, Pickering, Ontario ",3,0,3
"$4,999,000 ","24 ST ANDREWS GDNS, Toronto, Ontario ",6,1,4
"$579,000 ","#502 -39 SHERBOURNE ST, Toronto, Ontario ",1,0,1
"$769,000 ","#510 -35 BRIAN PECK CRES, Toronto, Ontario ",2,0,2
"$2,888,000 ","158 NORTHCLIFFE BLVD, Toronto, Ontario ",6,2,5
"$549,900 ","#910 -14 YORK ST, Toronto, Ontario ",1,1,1
"$1,395,000 ","#409 -993 QUEEN ST W, Toronto, Ontario ",1,0,1
"$1,048,990 ","1063 DOUGLAS MCCURDY Common Unit# 806, Peel, Ontario ",2,0,2
"$928,000 ","#12 -750 BURNHAMTHORPE RD E, Mississauga, Ontario ",4,0,4
"$579,000 ","#427 -25 KINGSBRIDGE GARDEN CIRC, Mississauga, Ontario ",1,0,1
"$1,499,900 ","508 CONCORD AVE, Toronto, Ontario ",6,1,3
"$625,000 ","#705 -1461 LAWRENCE AVE W, Toronto, Ontario ",2,0,2
"$669,000 ","#410 -2177 BURNHAMTHORPE RD W, Mississauga, Ontario ",2,0,2
"$745,000 ","#801 -350 PRINCESS ROYAL DR, Mississauga, Ontario ",2,1,2
"$1,749,900 ","935B ISLINGTON AVE, Toronto, Ontario ",3,0,5
"$620,000 ","#910 -420 MILL RD, Toronto, Ontario ",2,0,1
"$559,900 ","#1501N -3 HICKORY TREE RD, Toronto, Ontario ",2,0,2
"$1,599,999 ","54 KILLINGTON AVE, Vaughan, Ontario ",4,1,4
"$3,680,000 ","415 FLAMINGO RD, Vaughan, Ontario ",5,0,6
"$839,900 ","#405 -6 DAVID EYER RD, Richmond Hill, Ontario ",2,0,2
"$1,688,000 ","12 CORDUROY RD, Markham, Ontario ",4,1,4
"$1,174,900 ","#707 -150 LOGAN AVE, Toronto, Ontario ",3,1,2
"$584,999 ","#1804 -430 MCLEVIN AVE, Toronto, Ontario ",2,0,2
"$649,000 ","#18 -1331 GLENANNA RD, Pickering, Ontario ",3,1,2
"$1,159,900 ","39 ST QUENTIN AVE, Toronto, Ontario ",3,3,2
"$1,159,900 ","39 ST QUENTIN AVE, Toronto, Ontario ",3,3,2
"$618,000 ","#1410 -8 EGLINTON AVE E, Toronto, Ontario ",1,0,1
"$2,449,900 ","#304 -150 HEATH ST W, Toronto, Ontario ",2,0,2
"$618,000 ","#123 -2035 SHEPPARD AVE E, Toronto, Ontario ",1,1,1
"$3,699,000 ","#PH1 -409 BLOOR ST E, Toronto, Ontario ",3,0,5
"$799,900 ","#TH32 -68 CARR ST, Toronto, Ontario ",2,0,2
"$1,275,000 ","#2904 -88 SCOTT ST, Toronto, Ontario ",2,1,2
"$643,900 ","#2407 -25 RICHMOND ST E, Toronto, Ontario ",1,0,2
"$1,299,999 ","25 HOLLY ST, Toronto, Ontario ",2,0,2
"$1,299,000 ","#101 -338 DAVENPORT RD, Toronto, Ontario ",2,1,3
"$669,000 ","#717 -75 CANTERBURY PL, Toronto, Ontario ",2,0,1
"$1,295,000 ","23 Priscilla Avenue N, Toronto, Ontario ",3,0,1
"$1,199,900 ","33 BLUFFWOOD CRES, Brampton, Ontario ",4,0,3
"$1,299,999 ","#7 -4009 GLEN ERIN DR, Mississauga, Ontario ",3,1,4
"$999,888 ","6 HORNELL ST, Toronto, Ontario ",2,0,2
"$1,689,000 ","#1206 -1 PALACE PIER CRT, Toronto, Ontario ",2,0,3
"$9,998,000 ","210 CHARTWELL RD, Oakville, Ontario ",3,1,6
"$598,888 ","#1611 -5 VALHALLA INN RD, Toronto, Ontario ",1,1,1
"$549,900 ","#2313 -35 TRAILWOOD DR, Mississauga, Ontario ",2,0,2
"$489,900 ","#2037 -3025 FINCH AVE W, Toronto, Ontario ",2,0,1
"$1,085,000 ","89 MILLER ST, Toronto, Ontario ",3,0,3
"$1,898,000 ","381 QUEBEC AVE, Toronto, Ontario ",4,0,3
"$749,900 ","#1306 -251 MANITOBA ST, Toronto, Ontario ",2,0,1
"$1,149,000 ","#605 -333 CLARK AVE S, Vaughan, Ontario ",2,0,2
"$435,000 ","#1603 -10 HONEYCRISP CRES, Vaughan, Ontario ",0,0,1
"$1,488,000 ","45 WARBLER AVE, Vaughan, Ontario ",4,1,5
"$749,000 ","58 KINDALE WAY, Markham, Ontario ",3,0,2
"$728,000 ","#LPH8 -9 NORTHERN HEIGHTS DR, Richmond Hill, Ontario ",2,0,2
"$1,449,800 ","322 NAPA VALLEY AVE, Vaughan, Ontario ",4,1,4
"$1,188,000 ","25 PUGSLEY AVE, Richmond Hill, Ontario ",3,1,4
"$799,800 ","#4002 -5 BUTTERMILL AVE, Vaughan, Ontario ",3,0,2
"$789,888 ","#278 -326 JOHN ST, Markham, Ontario ",2,0,3
"$2,300,000 ","188 SUNNYRIDGE AVE, Whitchurch-Stouffville, Ontario ",5,0,4
"$1,599,000 ","12 BROOKGREENE CRES, Richmond Hill, Ontario ",4,1,5
"$1,695,000 ","5A MCGEE ST, Toronto, Ontario ",3,1,4
"$1,589,000 ","582 PHARMACY AVE, Toronto, Ontario ",4,3,5
"$1,388,800 ","7 FALLEN OAK ST, Toronto, Ontario ",4,2,4
"$499,000 ","#112 -1 FALAISE RD, Toronto, Ontario ",2,0,2
"$2,299,000 ","120 LISGAR ST, Toronto, Ontario ",3,2,4
"$7,995,000 ","9 POST RD, Toronto, Ontario ",7,1,10
"$729,900 ","#1105 -2 REAN DR, Toronto, Ontario ",2,0,2
"$815,000 ","#1805 -609 AVENUE RD, Toronto, Ontario ",1,1,2
"$399,900 ","#1409 -120 ST PATRICK ST, Toronto, Ontario ",1,0,1
"$1,850,000 ","#1402 -10 DELISLE AVE, Toronto, Ontario ",2,0,2
"$639,000 ","#241 -1005 KING ST W, Toronto, Ontario ",1,0,1
"$614,900 ","#822 -352 FRONT ST W, Toronto, Ontario ",1,1,1
"$2,998,000 ","46 HASLEMERE RD, Toronto, Ontario ",4,1,4
"$1,239,900 ","#2607 -825 CHURCH ST, Toronto, Ontario ",3,1,2
"$2,998,000 ","46 HASLEMERE RD, Toronto, Ontario ",4,1,4
"$1,788,888 ","370 ROSEWELL AVE, Toronto, Ontario ",3,0,3
"$529,000 ","#604 -100 LEEWARD GLWY, Toronto, Ontario ",3,0,2
"$599,000 ","#N121 -120 BAYVIEW AVE, Toronto, Ontario ",1,1,2
"$739,000 ","#1004 -28 TED ROGERS WAY S, Toronto, Ontario ",2,0,1
"$2,195,000 ","44 HEDDINGTON AVE, Toronto, Ontario ",3,1,2
"$789,000 ","#1601 -426 UNIVERSITY AVE, Toronto, Ontario ",1,1,1
"$1,699,900 ","408 WINONA DR, Toronto, Ontario ",3,0,4
"$70,000 ","12 BONNYCASTLE ST, Toronto, Ontario ",0,0,0
"$498,888 ","38 JOE SHUSTER Way Unit# 719, Toronto, Ontario ",1,0,1
"$9,998,000 ","210 CHARTWELL Road, Oakville, Ontario ",3,1,6
"$999,888 ","6 HORNELL Street, Etobicoke, Ontario ",2,0,2
"$899,900 ","1539 NAPANEE RD, Pickering, Ontario ",3,0,3
"$1,649,000 ","3526 OLD ORCHARD PARK DR, Mississauga, Ontario ",4,0,4
"$648,888 ","#1706 -90 ABSOLUTE AVE, Mississauga, Ontario ",2,1,2
"$1,099,000 ","72 HARVIE AVE, Toronto, Ontario ",3,1,3
"$629,600 ","#602 -810 SCOLLARD CRT, Mississauga, Ontario ",2,0,2
"$1,250,000 ","2472 DEER RUN AVE, Oakville, Ontario ",0,0,0
"$950,000 ","2572 LUNDENE RD, Mississauga, Ontario ",3,0,2
"$669,000 ","#802 -1 ELM DR W, Mississauga, Ontario ",2,0,2
"$539,900 ","#1404 -1360 RATHBURN RD, Mississauga, Ontario ",2,0,2
"$1,699,900 ","1879 TRUSCOTT DR, Mississauga, Ontario ",4,0,2
"$949,900 ","#45 -2155 SOUTH MILLWAY, Mississauga, Ontario ",2,0,3
"$599,000 ","#208 -1110 WALDEN CIRC, Mississauga, Ontario ",2,0,2
"$919,000 ","#153 -25 VIKING LANE, Toronto, Ontario ",2,1,3
"$898,000 ","#106 -35 WABASH AVE, Toronto, Ontario ",1,1,2
"$2,500,000 ","1340 CONTOUR DR, Mississauga, Ontario ",3,0,3
"$699,900 ","3435 WOODHURST CRES, Mississauga, Ontario ",3,1,3
"$869,000 ","#538 -22 SOUTHPORT ST, Toronto, Ontario ",2,1,2
"$1,325,000 ","66 LOBO MEWS, Toronto, Ontario ",3,0,2
"$899,999 ","#6 -21 EASTVIEW GATE, Brampton, Ontario ",3,0,4
"$999,000 ","34 WALSH AVE, Toronto, Ontario ",5,1,3
"$599,900 ","#908 -350 PRINCESS ROYAL DR, Mississauga, Ontario ",1,1,2
"$989,000 ","#23 -4165 FIELDGATE DR S, Mississauga, Ontario ",3,0,3
"$1,099,000 ","86 BENJAMIN BOAKE TR, Toronto, Ontario ",3,0,2
"$1,649,000 ","3526 OLD ORCHARD PARK Drive, Mississauga, Ontario ",4,0,4
"$2,288,800 ","8 EDENBROOK CRES, Richmond Hill, Ontario ",4,0,4
"$725,000 ","#1022 -1000 ELGIN MILLS RD E, Richmond Hill, Ontario ",2,0,3
"$1,088,000 ","19 DELRAY DR, Markham, Ontario ",2,0,2
"$1,998,800 ","52 BERNBRIDGE RD, Markham, Ontario ",4,2,4
"$699,000 ","#415 -39 NEW DELHI DR, Markham, Ontario ",3,0,2
"$525,000 ","#310 -350 RED MAPLE RD, Richmond Hill, Ontario ",1,0,1
"$1,699,999 ","211 NORFOLK AVE, Richmond Hill, Ontario ",3,2,2
"$949,900 ","#212 -10101 YONGE ST N, Richmond Hill, Ontario ",2,1,2
"$1,288,800 ","116 BOTICELLI WAY, Vaughan, Ontario ",3,0,3
"$2,000,000 ","72 FRATER AVE, Toronto, Ontario ",3,0,5
"$899,000 ","94 BOULTBEE AVE, Toronto, Ontario ",2,1,2
"$1,690,000 ","8 CADORNA AVE, Toronto, Ontario ",3,1,2
"$999,000 ","413 MAIN ST, Toronto, Ontario ",3,0,2
"$799,000 ","#101 -1350 KINGSTON RD, Toronto, Ontario ",2,0,2
"$929,000 ","28 TRINNELL BLVD, Toronto, Ontario ",3,2,2
"$829,900 ","#A316 -3453 VICTORIA PARK AVE, Toronto, Ontario ",2,1,3
"$598,000 ","#1710 -130 RIVER ST, Toronto, Ontario ",1,1,1
"$749,900 ","#LPH12 -608 RICHMOND ST W, Toronto, Ontario ",1,1,1
"$892,900 ","#205 -123 PORTLAND ST, Toronto, Ontario ",1,0,1
"$920,000 ","#1401 -65 BREMNER BLVD, Toronto, Ontario ",2,1,2
"$569,000 ","#621 -151 DAN LECKIE WAY, Toronto, Ontario ",1,1,1
"$699,900 ","#204 -123 PORTLAND ST, Toronto, Ontario ",1,0,1
"$2,999,999 ","15 MERREDIN PL, Toronto, Ontario ",3,0,3
"$1,898,000 ","23 LAWNVIEW DR, Toronto, Ontario ",4,1,4
"$699,000 ","115 MARBURY CRES, Toronto, Ontario ",3,1,2
"$699,000 ","#501 -1700 EGLINTON AVE E, Toronto, Ontario ",2,1,2
"$588,800 ","#208 -33 MILL ST, Toronto, Ontario ",1,0,1
"$1,999,900 ","125 MADISON AVE, Toronto, Ontario ",0,0,9
"$1,999,900 ","125 MADISON AVE, Toronto, Ontario ",9,0,9
"$1,100,000 ","#PH12 -650 SHEPPARD AVE E, Toronto, Ontario ",3,0,2
"$638,800 ","#3709 -426 UNIVERSITY AVE, Toronto, Ontario ",1,0,1
"$599,900 ","#3201 -33 MILL ST, Toronto, Ontario ",1,0,1
"$599,000 ","#G06 -350 WELLINGTON ST, Toronto, Ontario ",1,0,1
"$499,000 ","#4003 -403 CHURCH ST, Toronto, Ontario ",0,0,1
"$789,900 ","#162 -47 ELSA VINE WAY, Toronto, Ontario ",3,0,2
"$1,790,000 ","120 FLORENCE AVE, Toronto, Ontario ",4,0,3
"$3,280,000 ","17 BRAMBLE DR, Toronto, Ontario ",3,1,4
"$609,850 ","#412 -14 YORK ST, Toronto, Ontario ",1,1,1
"$2,100,000 ","2084 PINEVIEW Drive, Oakville, Ontario ",4,1,4
"$725,000 ","1000 ELGIN MILLS Road E Unit# 1022, Richmond Hill, Ontario ",2,0,3
"$1,250,000 ","2472 DEER RUN Avenue, Oakville, Ontario ",0,0,0
"$949,900 ","2155 SOUTH MILLWAY, Mississauga, Ontario ",2,0,3
"$1,699,900 ","1879 Truscott Drive, Mississauga, Ontario ",4,0,2
"$1,097,777 ","21 PARK Street E Unit# 1207, Mississauga, Ontario ",2,1,3
"$775,000 ","44 CAMERON ST, Ajax, Ontario ",3,0,1
"$1,228,000 ","1194 MCCRANEY ST E, Oakville, Ontario ",3,0,3
"$1,999,999 ","982 SILVER BIRCH TR, Mississauga, Ontario ",4,0,4
"$699,000 ","#2507 -80 ABSOLUTE AVE, Mississauga, Ontario ",2,1,2
"$1,198,000 ","115 LANSDOWNE AVE, Toronto, Ontario ",3,0,2
"$999,900 ","#16 -1970 BLOOR ST W, Toronto, Ontario ",2,1,3
"$599,000 ","#102 -2170 BROMSGROVE RD, Mississauga, Ontario ",3,0,2
"$1,560,000 ","196 WINCOTT DR, Toronto, Ontario ",4,0,4
"$584,900 ","#408 -1050 THE QUEENSWAY, Toronto, Ontario ",1,1,1
"$3,199,888 ","540 SIR RICHARD'S RD, Mississauga, Ontario ",3,2,4
"$1,798,000 ","2 BLACKDOWN CRES, Toronto, Ontario ",3,0,3
"$1,180,000 ","47 FREDERICK TISDALE DR, Toronto, Ontario ",5,0,5
"$1,249,000 ","#104 -1180 CAWTHRA RD, Mississauga, Ontario ",3,0,3
"$1,549,888 ","204 RYERSON RD, Oakville, Ontario ",4,0,3
"$699,000 ","#515 -430 RONCESVALLES AVE, Toronto, Ontario ",1,1,1
"$649,900 ","#509 -1787 ST CLAIR AVE W, Toronto, Ontario ",1,1,1
"$1,479,000 ","130 HOPE ST, Toronto, Ontario ",3,0,2
"$1,289,999 ","247 ALDERBRAE AVE, Toronto, Ontario ",2,0,2
"$999,900 ","169 CHAPMAN RD, Toronto, Ontario ",2,1,2
"$1,097,777 ","#1207 -21 PARK ST E, Mississauga, Ontario ",2,1,3
"$960,000 ","37 COTMAN CRES, Toronto, Ontario ",3,0,2
"$698,000 ","#1309 -1410 DUPONT ST, Toronto, Ontario ",2,0,2
"$689,000 ","#607 -350 PRINCESS ROYAL DR, Mississauga, Ontario ",2,0,2
"$1,849,000 ","615 BROWNS LINE S, Toronto, Ontario ",3,1,2
"$3,179,000 ","272 PINEHURST DR, Oakville, Ontario ",3,2,3
"$2,500,000 ","1340 CONTOUR Drive, Mississauga, Ontario ",3,0,3
"$1,688,300 ","7 BAYNARDS LANE, Richmond Hill, Ontario ",4,1,5
$1 ,"0 WOODBINE AVE, Markham, Ontario ",0,0,0
"$1,479,000 ","130 HOPE ST, Toronto, Ontario ",3,0,2
"$1,289,999 ","247 ALDERBRAE AVE, Toronto, Ontario ",2,0,2
"$999,900 ","169 CHAPMAN RD, Toronto, Ontario ",2,1,2
"$1,097,777 ","#1207 -21 PARK ST E, Mississauga, Ontario ",2,1,3
"$960,000 ","37 COTMAN CRES, Toronto, Ontario ",3,0,2
"$698,000 ","#1309 -1410 DUPONT ST, Toronto, Ontario ",2,0,2
"$689,000 ","#607 -350 PRINCESS ROYAL DR, Mississauga, Ontario ",2,0,2
"$1,849,000 ","615 BROWNS LINE S, Toronto, Ontario ",3,1,2
"$3,179,000 ","272 PINEHURST DR, Oakville, Ontario ",3,2,3
"$2,500,000 ","1340 CONTOUR Drive, Mississauga, Ontario ",3,0,3
"$1,688,300 ","7 BAYNARDS LANE, Richmond Hill, Ontario ",4,1,5
$1 ,"0 WOODBINE AVE, Markham, Ontario ",0,0,0
"$1,479,000 ","130 HOPE ST, Toronto, Ontario ",3,0,2
"$1,289,999 ","247 ALDERBRAE AVE, Toronto, Ontario ",2,0,2
"$999,900 ","169 CHAPMAN RD, Toronto, Ontario ",2,1,2
"$1,097,777 ","#1207 -21 PARK ST E, Mississauga, Ontario ",2,1,3
"$960,000 ","37 COTMAN CRES, Toronto, Ontario ",3,0,2
"$698,000 ","#1309 -1410 DUPONT ST, Toronto, Ontario ",2,0,2
"$689,000 ","#607 -350 PRINCESS ROYAL DR, Mississauga, Ontario ",2,0,2
"$1,849,000 ","615 BROWNS LINE S, Toronto, Ontario ",3,1,2
"$3,179,000 ","272 PINEHURST DR, Oakville, Ontario ",3,2,3
"$2,500,000 ","1340 CONTOUR Drive, Mississauga, Ontario ",3,0,3
"$1,688,300 ","7 BAYNARDS LANE, Richmond Hill, Ontario ",4,1,5
$1 ,"0 WOODBINE AVE, Markham, Ontario ",0,0,0
"$1,479,000 ","130 HOPE ST, Toronto, Ontario ",3,0,2
"$1,289,999 ","247 ALDERBRAE AVE, Toronto, Ontario ",2,0,2
"$999,900 ","169 CHAPMAN RD, Toronto, Ontario ",2,1,2
"$1,097,777 ","#1207 -21 PARK ST E, Mississauga, Ontario ",2,1,3
"$960,000 ","37 COTMAN CRES, Toronto, Ontario ",3,0,2
"$698,000 ","#1309 -1410 DUPONT ST, Toronto, Ontario ",2,0,2
"$689,000 ","#607 -350 PRINCESS ROYAL DR, Mississauga, Ontario ",2,0,2
"$1,849,000 ","615 BROWNS LINE S, Toronto, Ontario ",3,1,2
"$3,179,000 ","272 PINEHURST DR, Oakville, Ontario ",3,2,3
"$2,500,000 ","1340 CONTOUR Drive, Mississauga, Ontario ",3,0,3
"$1,688,300 ","7 BAYNARDS LANE, Richmond Hill, Ontario ",4,1,5
$1 ,"0 WOODBINE AVE, Markham, Ontario ",0,0,0
"$1,479,000 ","130 HOPE ST, Toronto, Ontario ",3,0,2
"$1,289,999 ","247 ALDERBRAE AVE, Toronto, Ontario ",2,0,2
"$999,900 ","169 CHAPMAN RD, Toronto, Ontario ",2,1,2
"$1,097,777 ","#1207 -21 PARK ST E, Mississauga, Ontario ",2,1,3
"$960,000 ","37 COTMAN CRES, Toronto, Ontario ",3,0,2
"$698,000 ","#1309 -1410 DUPONT ST, Toronto, Ontario ",2,0,2
"$689,000 ","#607 -350 PRINCESS ROYAL DR, Mississauga, Ontario ",2,0,2
"$1,849,000 ","615 BROWNS LINE S, Toronto, Ontario ",3,1,2
"$3,179,000 ","272 PINEHURST DR, Oakville, Ontario ",3,2,3
"$2,500,000 ","1340 CONTOUR Drive, Mississauga, Ontario ",3,0,3
"$1,688,300 ","7 BAYNARDS LANE, Richmond Hill, Ontario ",4,1,5
$1 ,"0 WOODBINE AVE, Markham, Ontario ",0,0,0
"$1,479,000 ","130 HOPE ST, Toronto, Ontario ",3,0,2
"$1,289,999 ","247 ALDERBRAE AVE, Toronto, Ontario ",2,0,2
"$999,900 ","169 CHAPMAN RD, Toronto, Ontario ",2,1,2
"$1,097,777 ","#1207 -21 PARK ST E, Mississauga, Ontario ",2,1,3
"$960,000 ","37 COTMAN CRES, Toronto, Ontario ",3,0,2
"$698,000 ","#1309 -1410 DUPONT ST, Toronto, Ontario ",2,0,2
"$689,000 ","#607 -350 PRINCESS ROYAL DR, Mississauga, Ontario ",2,0,2
"$1,849,000 ","615 BROWNS LINE S, Toronto, Ontario ",3,1,2
"$3,179,000 ","272 PINEHURST DR, Oakville, Ontario ",3,2,3
"$2,500,000 ","1340 CONTOUR Drive, Mississauga, Ontario ",3,0,3
"$1,688,300 ","7 BAYNARDS LANE, Richmond Hill, Ontario ",4,1,5
$1 ,"0 WOODBINE AVE, Markham, Ontario ",0,0,0
"$1,479,000 ","130 HOPE ST, Toronto, Ontario ",3,0,2
"$1,289,999 ","247 ALDERBRAE AVE, Toronto, Ontario ",2,0,2
"$999,900 ","169 CHAPMAN RD, Toronto, Ontario ",2,1,2
"$1,097,777 ","#1207 -21 PARK ST E, Mississauga, Ontario ",2,1,3
"$960,000 ","37 COTMAN CRES, Toronto, Ontario ",3,0,2
"$698,000 ","#1309 -1410 DUPONT ST, Toronto, Ontario ",2,0,2
"$689,000 ","#607 -350 PRINCESS ROYAL DR, Mississauga, Ontario ",2,0,2
"$1,849,000 ","615 BROWNS LINE S, Toronto, Ontario ",3,1,2
"$3,179,000 ","272 PINEHURST DR, Oakville, Ontario ",3,2,3
"$2,500,000 ","1340 CONTOUR Drive, Mississauga, Ontario ",3,0,3
